genus,species,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,pretreatment_temp,pretreatment_duration,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,lat_of_collection,long_of_collection,elevation_of_collection,location_description,ref,life_stage,phylum,class,order,family,realm_specific,realm_general,notes,genus_species,extractor
Halozetes,fulvus,38.9,tmin,0.43,SE,5,lethal,50percent_survival,"NA","NA",1h,5,7d,5,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,epiphyte,terrestrial,NA,Halozetes_fulvus,FL
Halozetes,fulvus,40.7,tmax,0.34,SE,5,lethal,50percent_survival,"NA","NA",1h,10,7d,10,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,epiphyte,terrestrial,NA,Halozetes_fulvus,FL
Halozetes,fulvus,40.1,tmax,0.28,SE,5,lethal,50percent_survival,"NA","NA",1h,15,7d,15,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,epiphyte,terrestrial,NA,Halozetes_fulvus,FL
Halozetes,marinus,-23.1,tmin,0.5,SE,20,lethal,Super_cooling_point,"NA",0.1,"NA",0,7d,0,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,lower shore,marine littoral,NA,Halozetes_marinus,FL
Halozetes,marinus,-21,tmin,0.9,SE,20,lethal,Super_cooling_point,"NA",0.1,"NA",5,7d,5,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,lower shore,marine littoral,NA,Halozetes_marinus,FL
Halozetes,marinus,-22.9,tmin,0.5,SE,20,lethal,Super_cooling_point,"NA",0.1,"NA",10,7d,10,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,lower shore,marine littoral,NA,Halozetes_marinus,FL
Halozetes,marinus,-14.4,tmin,1.2,SE,20,lethal,Super_cooling_point,"NA",0.1,"NA",15,7d,15,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,lower shore,marine littoral,NA,Halozetes_marinus,FL
Halozetes,marinus,-5.9,tmin,0.09,SE,5,lethal,50percent_survival,"NA","NA",1h,0,7d,0,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,lower shore,marine littoral,Animals placed onto moist filter paper,Halozetes_marinus,FL
Halozetes,marinus,-6.3,tmin,0.15,SE,5,lethal,50percent_survival,"NA","NA",1h,5,7d,5,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,lower shore,marine littoral,Animals placed onto moist filter paper,Halozetes_marinus,FL
Halozetes,marinus,-7,tmin,0.26,SE,5,lethal,50percent_survival,"NA","NA",1h,10,7d,10,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,lower shore,marine littoral,Animals placed onto moist filter paper,Halozetes_marinus,FL
Halozetes,marinus,-4.4,tmin,0.16,SE,5,lethal,50percent_survival,"NA","NA",1h,15,7d,15,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,lower shore,marine littoral,Animals placed onto moist filter paper,Halozetes_marinus,FL
Halozetes,marinus,-10.4,tmin,0.05,SE,5,lethal,50percent_survival,"NA","NA",1h,0,7d,0,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,lower shore,marine littoral,Animals placed above dry silica gel,Halozetes_marinus,FL
Halozetes,marinus,-11.4,tmin,0.04,SE,5,lethal,50percent_survival,"NA","NA",1h,5,7d,5,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,lower shore,marine littoral,Animals placed above dry silica gel,Halozetes_marinus,FL
Halozetes,marinus,-14.5,tmin,0.06,SE,5,lethal,50percent_survival,"NA","NA",1h,10,7d,10,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,lower shore,marine littoral,Animals placed above dry silica gel,Halozetes_marinus,FL
Halozetes,marinus,-8.8,tmin,0.07,SE,5,lethal,50percent_survival,"NA","NA",1h,15,7d,15,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,lower shore,marine littoral,Animals placed above dry silica gel,Halozetes_marinus,FL
Halozetes,marinus,36.1,tmax,0.41,SE,5,lethal,50percent_survival,"NA","NA",1h,0,7d,0,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,lower shore,marine littoral,NA,Halozetes_marinus,FL
Halozetes,marinus,37.1,tmax,0.76,SE,5,lethal,50percent_survival,"NA","NA",1h,5,7d,5,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,lower shore,marine littoral,NA,Halozetes_marinus,FL
Halozetes,marinus,37.9,tmax,0.69,SE,5,lethal,50percent_survival,"NA","NA",1h,10,7d,10,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,lower shore,marine littoral,NA,Halozetes_marinus,FL
Halozetes,marionensis,-20.3,tmin,0.9,SE,20,lethal,Super_cooling_point,"NA",0.1,"NA",0,7d,0,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,upper shore,marine littoral,NA,Halozetes_marionensis,FL
Halozetes,marionensis,-12.8,tmin,1.3,SE,20,lethal,Super_cooling_point,"NA",0.1,"NA",5,7d,5,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,upper shore,marine littoral,NA,Halozetes_marionensis,FL
Halozetes,marionensis,-9,tmin,1.4,SE,20,lethal,Super_cooling_point,"NA",0.1,"NA",10,7d,10,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,upper shore,marine littoral,Animals placed onto moist filter paper,Halozetes_marionensis,FL
Halozetes,marionensis,-5,tmin,0.7,SE,20,lethal,Super_cooling_point,"NA",0.1,"NA",15,7d,15,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,upper shore,marine littoral,Animals placed onto moist filter paper,Halozetes_marionensis,FL
Halozetes,marionensis,-5.4,tmin,0.13,SE,5,lethal,50percent_survival,"NA","NA",1h,0,7d,0,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,upper shore,marine littoral,Animals placed onto moist filter paper,Halozetes_marionensis,FL
Halozetes,marionensis,-4.8,tmin,0.15,SE,5,lethal,50percent_survival,"NA","NA",1h,5,7d,5,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,upper shore,marine littoral,Animals placed onto moist filter paper,Halozetes_marionensis,FL
Halozetes,marionensis,-4.2,tmin,0.24,SE,5,lethal,50percent_survival,"NA","NA",1h,10,7d,10,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,upper shore,marine littoral,Animals placed above dry silica gel,Halozetes_marionensis,FL
Halozetes,marionensis,-14,tmin,0.05,SE,5,lethal,50percent_survival,"NA","NA",1h,0,7d,0,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,upper shore,marine littoral,Animals placed above dry silica gel,Halozetes_marionensis,FL
Halozetes,marionensis,-10.4,tmin,0.04,SE,5,lethal,50percent_survival,"NA","NA",1h,5,7d,5,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,upper shore,marine littoral,Animals placed above dry silica gel,Halozetes_marionensis,FL
Halozetes,marionensis,-9.6,tmin,0.04,SE,5,lethal,50percent_survival,"NA","NA",1h,10,7d,10,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,upper shore,marine littoral,Animals placed above dry silica gel,Halozetes_marionensis,FL
Halozetes,marionensis,37.2,tmax,0.16,SE,5,lethal,50percent_survival,"NA","NA",1h,0,7d,0,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,upper shore,marine littoral,NA,Halozetes_marionensis,FL
Halozetes,marionensis,37.4,tmax,0.14,SE,5,lethal,50percent_survival,"NA","NA",1h,5,7d,5,"NA",-46.9,37.75,0,Sub-Antarctic Marion Island,Deere_et_al_2006,"NA",Arthropoda,Arachnida,Oribatida,Ameronothridae,upper shore,marine littoral,NA,Halozetes_marionensis,FL
Plethodon,glutinosus,32.5,tmax,0.16,SE,10,critical,onset_of_spasm,1,"NA","NA",15,4w,15,"NA",40.78,-75.28,122,"Northampton County, Pennsylvania, USA",Elwood_2003,"NA",Chordata,Amphibia,Caudata,Plethodontidae,logs ans rocks,terrestrial,NA,Plethodon_glutinosus,FL
Plethodon,glutinosus,33.3,tmax,0.25,SE,10,critical,onset_of_spasm,1,"NA","NA",15,4w,15,"NA",39.31,-80.2,975,"Pocahontas, West Virginia, USA",Elwood_2003,"NA",Chordata,Amphibia,Caudata,Plethodontidae,logs ans rocks,terrestrial,NA,Plethodon_glutinosus,FL
Plethodon,glutinosus,33.4,tmax,0.17,SE,11,critical,onset_of_spasm,1,"NA","NA",15,4w,15,"NA",36.95,-81.76,1040,"Smyth, Virginia, USA",Elwood_2003,"NA",Chordata,Amphibia,Caudata,Plethodontidae,logs ans rocks,terrestrial,NA,Plethodon_glutinosus,FL
Plethodon,glutinosus,34.5,tmax,0.32,SE,9,critical,onset_of_spasm,1,"NA","NA",25,4w,15,"NA",40.78,-75.28,122,"Northampton County, Pennsylvania, USA",Elwood_2003,"NA",Chordata,Amphibia,Caudata,Plethodontidae,logs ans rocks,terrestrial,NA,Plethodon_glutinosus,FL
Plethodon,glutinosus,34.6,tmax,0.22,SE,10,critical,onset_of_spasm,1,"NA","NA",25,4w,15,"NA",39.31,-80.2,975,"Pocahontas, West Virginia, USA",Elwood_2003,"NA",Chordata,Amphibia,Caudata,Plethodontidae,logs ans rocks,terrestrial,NA,Plethodon_glutinosus,FL
Plethodon,glutinosus,34.2,tmax,0.21,SE,10,critical,onset_of_spasm,1,"NA","NA",25,4w,15,"NA",36.95,-81.76,1040,"Smyth, Virginia, USA",Elwood_2003,"NA",Chordata,Amphibia,Caudata,Plethodontidae,logs ans rocks,terrestrial,NA,Plethodon_glutinosus,FL
Dasyatis,sabina,35.7,tmax,0.19,SD,3,critical,flaring_opercula,0.3,"NA","NA",10.8,20d,"NA","NA",29.78,-85.34,0,"Joseph’s Bay, Florida, USA",Fangue_&_Bennet_2003,adult,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,marine,aquatic,NA,Dasyatis_sabina,FL
Dasyatis,sabina,39.3,tmax,0.21,SD,3,critical,flaring_opercula,0.3,"NA","NA",20.5,20d,"NA","NA",29.78,-85.34,0,"Joseph’s Bay, Florida, USA",Fangue_&_Bennet_2003,adult,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,marine,aquatic,NA,Dasyatis_sabina,FL
Dasyatis,sabina,43.2,tmax,0.04,SD,3,critical,flaring_opercula,0.3,"NA","NA",35.1,20d,"NA","NA",29.78,-85.34,0,"Joseph’s Bay, Florida, USA",Fangue_&_Bennet_2003,adult,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,marine,aquatic,NA,Dasyatis_sabina,FL
Dasyatis,sabina,43.1,tmax,0.16,SD,3,critical,flaring_opercula,0.3,"NA","NA",34-37,20d,"NA","NA",29.78,-85.34,0,"Joseph’s Bay, Florida, USA",Fangue_&_Bennet_2003,adult,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,marine,aquatic,Thermal limits from fish exposed to a thermal cycle,Dasyatis_sabina,FL
Dasyatis,sabina,33.4,tmax,0.32,SD,3,critical,flaring_opercula,0.3,"NA","NA",7-11,20d,"NA","NA",29.78,-85.34,0,"Joseph’s Bay, Florida, USA",Fangue_&_Bennet_2003,adult,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,marine,aquatic,Thermal limits from fish exposed to a thermal cycle,Dasyatis_sabina,FL
Dasyatis,sabina,0.8,tmin,0.15,SD,3,critical,flaring_opercula,0.3,"NA","NA",10.8,20d,"NA","NA",29.78,-85.34,0,"Joseph’s Bay, Florida, USA",Fangue_&_Bennet_2003,adult,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,marine,aquatic,NA,Dasyatis_sabina,FL
Dasyatis,sabina,4.8,tmin,0.55,SD,3,critical,flaring_opercula,0.3,"NA","NA",20.5,20d,"NA","NA",29.78,-85.34,0,"Joseph’s Bay, Florida, USA",Fangue_&_Bennet_2003,adult,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,marine,aquatic,NA,Dasyatis_sabina,FL
Dasyatis,sabina,10.8,tmin,0.39,SD,3,critical,flaring_opercula,0.3,"NA","NA",35.1,20d,"NA","NA",29.78,-85.34,0,"Joseph’s Bay, Florida, USA",Fangue_&_Bennet_2003,adult,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,marine,aquatic,NA,Dasyatis_sabina,FL
Dasyatis,sabina,9.6,tmin,0.57,SD,3,critical,flaring_opercula,0.3,"NA","NA",34-37,20d,"NA","NA",29.78,-85.34,0,"Joseph’s Bay, Florida, USA",Fangue_&_Bennet_2003,adult,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,marine,aquatic,Thermal limits from fish exposed to a thermal cycle,Dasyatis_sabina,FL
Dasyatis,sabina,0.3,tmin,0.03,SD,3,critical,flaring_opercula,0.3,"NA","NA",7-11,20d,"NA","NA",29.78,-85.34,0,"Joseph’s Bay, Florida, USA",Fangue_&_Bennet_2003,adult,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,marine,aquatic,Thermal limits from fish exposed to a thermal cycle,Dasyatis_sabina,FL
Rana,virgatipes,35.76,tmax,0.32,SE,"NA",critical,onset_of_spasm,0.54,"NA","NA",5,6d,"NA",Summer,40,-74.84,"NA","Burlington, New Yersey, USA",Holzman_&_McManus_1973,"NA",Chordata,Amphibia,Anura,Ranidae,"NA",terrestrial,NA,Rana_virgatipes,FL
Rana,virgatipes,37.41,tmax,0.23,SE,"NA",critical,onset_of_spasm,0.54,"NA","NA",15,6d,"NA",Summer,40,-74.84,"NA","Burlington, New Yersey, USA",Holzman_&_McManus_1973,"NA",Chordata,Amphibia,Anura,Ranidae,"NA",terrestrial,NA,Rana_virgatipes,FL
Rana,virgatipes,38,tmax,0.21,SE,"NA",critical,onset_of_spasm,0.54,"NA","NA",25,6d,"NA",Summer,40,-74.84,"NA","Burlington, New Yersey, USA",Holzman_&_McManus_1973,"NA",Chordata,Amphibia,Anura,Ranidae,"NA",terrestrial,NA,Rana_virgatipes,FL
Ambystoma,macrodactylum,33.4,tmax,0.59,CI,"NA",critical,onset_of_rigor,0.5,"NA","NA",8,2w,"NA","NA",46.23,-116.23,420,"NezPerce, Idaho, USA",Howard_et_al_1983,adult,Chordata,Amphibia,Caudata,Ambystomatidae,pond,aquatic,NA,Ambystoma_macrodactylum,FL
Ambystoma,macrodactylum,34.9,tmax,0.63,CI,"NA",critical,onset_of_rigor,0.5,"NA","NA",20,2w,"NA","NA",46.23,-116.23,420,"NezPerce, Idaho, USA",Howard_et_al_1983,adult,Chordata,Amphibia,Caudata,Ambystomatidae,pond,aquatic,NA,Ambystoma_macrodactylum,FL
Ambystoma,macrodactylum,34.3,tmax,0.63,CI,"NA",critical,onset_of_rigor,0.5,"NA","NA",8,2w,"NA","NA",44.77,-117.83,1140,"Baker County, Oregon, USA",Howard_et_al_1983,adult,Chordata,Amphibia,Caudata,Ambystomatidae,pond,aquatic,NA,Ambystoma_macrodactylum,FL
Ambystoma,macrodactylum,35,tmax,0.8,CI,"NA",critical,onset_of_rigor,0.5,"NA","NA",20,2w,"NA","NA",44.77,-117.83,1140,"Baker County, Oregon, USA",Howard_et_al_1983,adult,Chordata,Amphibia,Caudata,Ambystomatidae,pond,aquatic,NA,Ambystoma_macrodactylum,FL
Ambystoma,macrodactylum,33.2,tmax,1.2,CI,"NA",critical,onset_of_rigor,0.5,"NA","NA",8,2w,"NA","NA",45.58,-117.17,2470,"Wallowa County, Oregon, USA",Howard_et_al_1983,adult,Chordata,Amphibia,Caudata,Ambystomatidae,pond,aquatic,NA,Ambystoma_macrodactylum,FL
Ambystoma,macrodactylum,34.4,tmax,0.71,CI,"NA",critical,onset_of_rigor,0.5,"NA","NA",20,2w,"NA","NA",45.58,-117.17,2470,"Wallowa County, Oregon, USA",Howard_et_al_1983,adult,Chordata,Amphibia,Caudata,Ambystomatidae,pond,aquatic,NA,Ambystoma_macrodactylum,FL
Litoria,gracilenta,37.2443,tmax,"NA","NA",8,critical,righting_ability,0.3,"NA","NA",15,1w,"NA",Summer,-23,143,"NA","Southwest Queensland, Australia",Johnson_1972,"NA",Chordata,Amphibia,Anura,Hylidae,"NA",terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,Litoria_gracilenta,FL
Litoria,gracilenta,37.7329,tmax,"NA","NA",8,critical,righting_ability,0.3,"NA","NA",15,1w,"NA",Summer,-23,143,"NA","Southwest Queensland, Australia",Johnson_1972,"NA",Chordata,Amphibia,Anura,Hylidae,"NA",terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,Litoria_gracilenta,FL
Litoria,gracilenta,37.14658,tmax,"NA","NA",10,critical,righting_ability,0.3,"NA","NA",15,1w,"NA",Summer,-23,143,"NA","Southwest Queensland, Australia",Johnson_1972,"NA",Chordata,Amphibia,Anura,Hylidae,"NA",terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,Litoria_gracilenta,FL
Litoria,gracilenta,38.18241,tmax,"NA","NA",8,critical,righting_ability,0.3,"NA","NA",15,1w,"NA",Summer,-23,143,"NA","Southwest Queensland, Australia",Johnson_1972,"NA",Chordata,Amphibia,Anura,Hylidae,"NA",terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,Litoria_gracilenta,FL
Litoria,gracilenta,37.94788,tmax,"NA","NA",9,critical,righting_ability,0.3,"NA","NA",15,1w,"NA",Summer,-23,143,"NA","Southwest Queensland, Australia",Johnson_1972,"NA",Chordata,Amphibia,Anura,Hylidae,"NA",terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,Litoria_gracilenta,FL
Litoria,gracilenta,38.35831,tmax,"NA","NA",7,critical,righting_ability,0.3,"NA","NA",15,1w,"NA",Summer,-23,143,"NA","Southwest Queensland, Australia",Johnson_1972,"NA",Chordata,Amphibia,Anura,Hylidae,"NA",terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,Litoria_gracilenta,FL
Litoria,gracilenta,37.90879,tmax,"NA","NA",8,critical,righting_ability,0.3,"NA","NA",15,1w,"NA",Summer,-23,143,"NA","Southwest Queensland, Australia",Johnson_1972,"NA",Chordata,Amphibia,Anura,Hylidae,"NA",terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,Litoria_gracilenta,FL
Litoria,gracilenta,37.51792,tmax,"NA","NA",8,critical,righting_ability,0.3,"NA","NA",15,1w,"NA",Summer,-23,143,"NA","Southwest Queensland, Australia",Johnson_1972,"NA",Chordata,Amphibia,Anura,Hylidae,"NA",terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,Litoria_gracilenta,FL
Litoria,gracilenta,37.32248,tmax,"NA","NA",5,critical,righting_ability,0.3,"NA","NA",15,1w,"NA",Summer,-23,143,"NA","Southwest Queensland, Australia",Johnson_1972,"NA",Chordata,Amphibia,Anura,Hylidae,"NA",terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,Litoria_gracilenta,FL
Litoria,gracilenta,36.38436,tmax,"NA","NA",6,critical,righting_ability,0.3,"NA","NA",15,1w,"NA",Summer,-23,143,"NA","Southwest Queensland, Australia",Johnson_1972,"NA",Chordata,Amphibia,Anura,Hylidae,"NA",terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,Litoria_gracilenta,FL
Litoria,gracilenta,38.16287,tmax,"NA","NA",7,critical,righting_ability,0.3,"NA","NA",15,1w,"NA",Summer,-23,143,"NA","Southwest Queensland, Australia",Johnson_1972,"NA",Chordata,Amphibia,Anura,Hylidae,"NA",terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,Litoria_gracilenta,FL
Litoria,gracilenta,35.99349,tmax,"NA","NA",7,critical,righting_ability,0.3,"NA","NA",15,1w,"NA",Summer,-23,143,"NA","Southwest Queensland, Australia",Johnson_1972,"NA",Chordata,Amphibia,Anura,Hylidae,"NA",terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,Litoria_gracilenta,FL
Litoria,gracilenta,37.71336,tmax,"NA","NA",7,critical,righting_ability,0.3,"NA","NA",25,1w,"NA",Summer,-23,143,"NA","Southwest Queensland, Australia",Johnson_1972,"NA",Chordata,Amphibia,Anura,Hylidae,"NA",terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,Litoria_gracilenta,FL
Litoria,gracilenta,37.90879,tmax,"NA","NA",10,critical,righting_ability,0.3,"NA","NA",25,1w,"NA",Summer,-23,143,"NA","Southwest Queensland, Australia",Johnson_1972,"NA",Chordata,Amphibia,Anura,Hylidae,"NA",terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,Litoria_gracilenta,FL
Litoria,gracilenta,38.41694,tmax,"NA","NA",5,critical,righting_ability,0.3,"NA","NA",25,1w,"NA",Summer,-23,143,"NA","Southwest Queensland, Australia",Johnson_1972,"NA",Chordata,Amphibia,Anura,Hylidae,"NA",terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,Litoria_gracilenta,FL
Litoria,gracilenta,38.80782,tmax,"NA","NA",5,critical,righting_ability,0.3,"NA","NA",25,1w,"NA",Summer,-23,143,"NA","Southwest Queensland, Australia",Johnson_1972,"NA",Chordata,Amphibia,Anura,Hylidae,"NA",terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,Litoria_gracilenta,FL
Litoria,gracilenta,38.65147,tmax,"NA","NA",8,critical,righting_ability,0.3,"NA","NA",25,1w,"NA",Summer,-23,143,"NA","Southwest Queensland, Australia",Johnson_1972,"NA",Chordata,Amphibia,Anura,Hylidae,"NA",terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,Litoria_gracilenta,FL
Litoria,gracilenta,39.10098,tmax,"NA","NA",7,critical,righting_ability,0.3,"NA","NA",25,1w,"NA",Summer,-23,143,"NA","Southwest Queensland, Australia",Johnson_1972,"NA",Chordata,Amphibia,Anura,Hylidae,"NA",terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,Litoria_gracilenta,FL
Litoria,gracilenta,39.21824,tmax,"NA","NA",7,critical,righting_ability,0.3,"NA","NA",25,1w,"NA",Summer,-23,143,"NA","Southwest Queensland, Australia",Johnson_1972,"NA",Chordata,Amphibia,Anura,Hylidae,"NA",terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,Litoria_gracilenta,FL
Litoria,gracilenta,38.90554,tmax,"NA","NA",4,critical,righting_ability,0.3,"NA","NA",25,1w,"NA",Summer,-23,143,"NA","Southwest Queensland, Australia",Johnson_1972,"NA",Chordata,Amphibia,Anura,Hylidae,"NA",terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,Litoria_gracilenta,FL
Litoria,gracilenta,38.29967,tmax,"NA","NA",8,critical,righting_ability,0.3,"NA","NA",25,1w,"NA",Summer,-23,143,"NA","Southwest Queensland, Australia",Johnson_1972,"NA",Chordata,Amphibia,Anura,Hylidae,"NA",terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,Litoria_gracilenta,FL
Litoria,gracilenta,37.557,tmax,"NA","NA",9,critical,righting_ability,0.3,"NA","NA",25,1w,"NA",Summer,-23,143,"NA","Southwest Queensland, Australia",Johnson_1972,"NA",Chordata,Amphibia,Anura,Hylidae,"NA",terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,Litoria_gracilenta,FL
Litoria,gracilenta,38.10423,tmax,"NA","NA",8,critical,righting_ability,0.3,"NA","NA",25,1w,"NA",Summer,-23,143,"NA","Southwest Queensland, Australia",Johnson_1972,"NA",Chordata,Amphibia,Anura,Hylidae,"NA",terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,Litoria_gracilenta,FL
Litoria,gracilenta,38.0456,tmax,"NA","NA",7,critical,righting_ability,0.3,"NA","NA",25,1w,"NA",Summer,-23,143,"NA","Southwest Queensland, Australia",Johnson_1972,"NA",Chordata,Amphibia,Anura,Hylidae,"NA",terrestrial,CTmax measured across the time. Thermal limits extracted using OOo Digitizer,Litoria_gracilenta,FL
Myro,kerguelenensis,-7.107843,tmin,0.5,SE,10,critical,righting_ability,0.25,"NA","NA",0,8d,"NA","NA",-46.9,37.75,"NA","Marion Island, Cape Twon",Jumbam_et_al_2008a,adult,Arthropoda,Arachnida,Araneae,Desidae,terrestrial,terrestrial,Thermal limits extracted using OOo Digitizer,Myro_kerguelenensis,FL
Myro,kerguelenensis,-6.470588,tmin,0.470588,SE,10,critical,righting_ability,0.25,"NA","NA",5,8d,"NA","NA",-46.9,37.75,"NA","Marion Island, Cape Twon",Jumbam_et_al_2008a,adult,Arthropoda,Arachnida,Araneae,Desidae,terrestrial,terrestrial,Thermal limits extracted using OOo Digitizer,Myro_kerguelenensis,FL
Myro,kerguelenensis,-6.019608,tmin,0.490196,SE,10,critical,righting_ability,0.25,"NA","NA",10,8d,"NA","NA",-46.9,37.75,"NA","Marion Island, Cape Twon",Jumbam_et_al_2008a,adult,Arthropoda,Arachnida,Araneae,Desidae,terrestrial,terrestrial,Thermal limits extracted using OOo Digitizer,Myro_kerguelenensis,FL
Myro,kerguelenensis,-6.362745,tmin,0.490196,SE,10,critical,righting_ability,0.25,"NA","NA",15,8d,"NA","NA",-46.9,37.75,"NA","Marion Island, Cape Twon",Jumbam_et_al_2008a,adult,Arthropoda,Arachnida,Araneae,Desidae,terrestrial,terrestrial,Thermal limits extracted using OOo Digitizer,Myro_kerguelenensis,FL
