"intratherm_id","genus_species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","logic_source_for_dispersal_distance2","Notes","genus","species","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","Home.range.size_Km2","logic.source_for_Home.range.size","data_gatherer","lifespan_days","lifespan_days_reference","is.nocturnal","is.nocturnal_source","raster_mean"
2633,"Rutilus rutilus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Mora & Maya 2006","Comte","Rutilus rutilus_NA_NA",20,NA,NA,"","Rutilus","rutilus","non-distinct locations all over England",NA,32.46,"tmax",NA,"SD",NA,"critical","LOE","0.0133",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Rutilus","rutilus","1095","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","W. P. Williams, 1965;Goldspink, 1977",50.2,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","Heermann & Borcherding, 2006","non-migratory","Kestemont et al., 1999;Skov et al., 2013",NA,NA,"","0.018","W. P. Williams, 1965","Nikki","5110","IUCN, 2020;Froese & Pauly, 2000","NA","NA",NA
2634,"Rutilus rutilus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Mora & Maya 2006","Comte","Rutilus rutilus_NA_NA",20,NA,NA,"","Rutilus","rutilus","non-distinct locations all over England",NA,32.14,"tmax",NA,"SD",NA,"critical","LOE","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Rutilus","rutilus","1095","De Magalhães & Costa, 2009","730","De Magalhães & Costa, 2009","","0-1","W. P. Williams, 1965;Goldspink, 1977",50.2,"Froese & Pauly, 2000","25","Froese & Pauly, 2000","25","Froese & Pauly, 2000","Y","","Heermann & Borcherding, 2006","non-migratory","Kestemont et al., 1999;Skov et al., 2013",NA,NA,"","0.018","W. P. Williams, 1965","Nikki","5110","IUCN, 2020;Froese & Pauly, 2000","NA","NA",NA
2641,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Elliott 1981","Comte","Salmo trutta_52.37_NA",5,52.37,-1.18,"","Salmo","trutta","England",NA,24.3,"tmax",0.7,"SD",15,"lethal","death","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2642,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Elliott 1981","Comte","Salmo trutta_52.37_NA",10,52.37,-1.18,"","Salmo","trutta","England",NA,25.9,"tmax",1.2,"SD",15,"lethal","death","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2643,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Elliott 1981","Comte","Salmo trutta_52.37_NA",15,52.37,-1.18,"","Salmo","trutta","England",NA,27.7,"tmax",0.7,"SD",15,"lethal","death","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2644,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Elliott 1981","Comte","Salmo trutta_52.37_NA",20,52.37,-1.18,"","Salmo","trutta","England",NA,27.9,"tmax",0.5,"SD",15,"lethal","death","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2645,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Elliott 1981","Comte","Salmo trutta_52.37_NA",22,52.37,-1.18,"","Salmo","trutta","England",NA,27.7,"tmax",0.7,"SD",15,"lethal","death","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2646,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Elliott 1981","Comte","Salmo trutta_52.37_NA",5,52.37,-1.18,"","Salmo","trutta","England",NA,22.7,"tmax",1.43,"SD",15,"lethal","death","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2647,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Elliott 1981","Comte","Salmo trutta_52.37_NA",10,52.37,-1.18,"","Salmo","trutta","England",NA,24.4,"tmax",0.81,"SD",15,"lethal","death","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2648,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Elliott 1981","Comte","Salmo trutta_52.37_NA",15,52.37,-1.18,"","Salmo","trutta","England",NA,25.6,"tmax",1.36,"SD",15,"lethal","death","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2649,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Elliott 1981","Comte","Salmo trutta_52.37_NA",20,52.37,-1.18,"","Salmo","trutta","England",NA,26.5,"tmax",1.2,"SD",15,"lethal","death","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2650,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Elliott 1981","Comte","Salmo trutta_52.37_NA",22,52.37,-1.18,"","Salmo","trutta","England",NA,26.7,"tmax",0.97,"SD",15,"lethal","death","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2651,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Elliott 1981","Comte","Salmo trutta_52.37_NA",5,52.37,-1.18,"","Salmo","trutta","England",NA,21.5,"tmax",1.39,"SD",15,"lethal","death","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2652,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Elliott 1981","Comte","Salmo trutta_52.37_NA",10,52.37,-1.18,"","Salmo","trutta","England",NA,22.9,"tmax",1.47,"SD",15,"lethal","death","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2653,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Elliott 1981","Comte","Salmo trutta_52.37_NA",15,52.37,-1.18,"","Salmo","trutta","England",NA,24.4,"tmax",1.74,"SD",15,"lethal","death","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2654,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Elliott 1981","Comte","Salmo trutta_52.37_NA",20,52.37,-1.18,"","Salmo","trutta","England",NA,24.7,"tmax",0.97,"SD",15,"lethal","death","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2655,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Elliott 1981","Comte","Salmo trutta_52.37_NA",22,52.37,-1.18,"","Salmo","trutta","England",NA,24.7,"tmax",0.97,"SD",15,"lethal","death","0.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2656,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"EIFAC 1969","Comte","Salmo trutta_52.72_NA",9,52.72,18.54,"","Salmo","trutta","Poland",NA,25,"tmax",NA,"SD",NA,"lethal","death","0.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2657,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"EIFAC 1969","Comte","Salmo trutta_52.72_NA",18,52.72,18.54,"","Salmo","trutta","Poland",NA,29,"tmax",NA,"SD",NA,"lethal","death","0.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2658,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"EIFAC 1969","Comte","Salmo trutta_52.72_NA",17,52.72,18.54,"","Salmo","trutta","Poland",NA,29,"tmax",NA,"SD",NA,"lethal","death","0.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2659,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"EIFAC 1969","Comte","Salmo trutta_52.72_NA",21,52.72,18.54,"","Salmo","trutta","Poland",NA,30,"tmax",NA,"SD",NA,"lethal","death","0.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2660,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"EIFAC 1969","Comte","Salmo trutta_52.72_NA",18,52.72,18.54,"","Salmo","trutta","Poland",NA,30,"tmax",NA,"SD",NA,"lethal","death","0.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2661,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"EIFAC 1969","Comte","Salmo trutta_52.72_NA",6,52.72,18.54,"","Salmo","trutta","Poland",NA,26,"tmax",NA,"SD",NA,"lethal","death","0.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2673,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Beitinger et al. 2000","Comte","Salmo trutta_54.240113_NA",15,54.240113,-3.014541,"inferred","Salmo","trutta","River Leven, South Cumbria, United Kingdom",NA,29.9,"tmax",1.1,"SD",10,"critical","LOE","0.033",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2674,"Salmo trutta","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Beitinger et al. 2000","Comte","Salmo trutta_54.240113_NA",20,54.240113,-3.014541,"inferred","Salmo","trutta","River Leven, South Cumbria, United Kingdom",NA,30,"tmax",1.76,"SD",10,"critical","LOE","0.033",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,NA,NA,"Salmo","trutta","1095","Froese & Pauly, 2000","1095","Froese & Pauly, 2000","","10-100","Jensen et al., 2015;Berg & Berg, 1987",140,"Froese & Pauly, 2000","72","Froese & Pauly, 2000","72","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","May-Oct",NA,"Saraniemi et al., 2008;IUCN, 2020","0.00009","Bridcut & Giller, 1993","Nikki","13870","NatureServe, 2020","NA","NA",NA
2738,"Sander vitreus","Chordata","Teleostei","Perciformes","Percidae",NA,"Peterson 1993","Comte","Sander vitreus_34.37_NA",23,34.37,-89.52,"","Sander","vitreus","Oxford Mississippi US",210,35,"tmax",0.6,"SD",NA,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","210","days",NA,NA,NA,"Sander","vitreus","1095","NatureServe, 2020","730","NatureServe, 2020","","100+","Hayden et al., 2018;Kirby et al., 2017;Backhouse-James & Docker, 2012; NatureServe, 2020",107,"Froese & Pauly, 2000","54","Froese & Pauly, 2000","54","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Spring","Spring","NatureServe, 2020","0.679-3","Kirby et al., 2017","Nikki","10585","Froese & Pauly, 2000","NA","NA",NA
2739,"Sander vitreus","Chordata","Teleostei","Perciformes","Percidae",NA,"Peterson 1993","Comte","Sander vitreus_34.37_NA",23,34.37,-89.52,"","Sander","vitreus","Oxford Mississippi US",210,35.8,"tmax",0.5,"SD",NA,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","210","days",NA,NA,NA,"Sander","vitreus","1095","NatureServe, 2020","730","NatureServe, 2020","","100+","Hayden et al., 2018;Kirby et al., 2017;Backhouse-James & Docker, 2012; NatureServe, 2020",107,"Froese & Pauly, 2000","54","Froese & Pauly, 2000","54","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Spring","Spring","NatureServe, 2020","0.679-3","Kirby et al., 2017","Nikki","10585","Froese & Pauly, 2000","NA","NA",NA
2763,"Sardinops sagax","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,"Martínez-Porchas et al. 2009","Comte","Sardinops sagax_31.86_NA",18,31.86,-116.6,"","Sardinops","sagax","Bahia Ensenada Mexico",NA,24.3,"tmax",0,"SD",6,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,NA,NA,"Sardinops","sagax","821","De Magalhães & Costa, 2009","821","De Magalhães & Costa, 2009","","unk","",39.5,"Froese & Pauly, 2000","20","Froese & Pauly, 2000","20","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Summer","Summer","Wind & Dupuis, 2002","unk","","Nikki","25*365","IUCN, 2020","NA","NA",NA
2764,"Sardinops sagax","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,"Martínez-Porchas et al. 2009","Comte","Sardinops sagax_31.86_NA",23,31.86,-116.6,"","Sardinops","sagax","Bahia Ensenada Mexico",NA,25.6,"tmax",0.2,"SD",6,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"days",NA,NA,NA,"Sardinops","sagax","821","De Magalhães & Costa, 2009","821","De Magalhães & Costa, 2009","","unk","",39.5,"Froese & Pauly, 2000","20","Froese & Pauly, 2000","20","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Summer","Summer","Wind & Dupuis, 2002","unk","","Nikki","25*365","IUCN, 2020","NA","NA",NA
2765,"Sardinops sagax","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,"Martínez-Porchas & Hernández-Rodríguez 2010","Comte","Sardinops sagax_31.86_NA",18,31.86,-116.6,"","Sardinops","sagax","Ensenada Baja California Mexico",20,30.5,"tmax",1.1,"SD",12,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","20","days",NA,NA,NA,"Sardinops","sagax","821","De Magalhães & Costa, 2009","821","De Magalhães & Costa, 2009","","unk","",39.5,"Froese & Pauly, 2000","20","Froese & Pauly, 2000","20","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Summer","Summer","Wind & Dupuis, 2002","unk","","Nikki","25*365","IUCN, 2020","NA","NA",NA
2766,"Sardinops sagax","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,"Martínez-Porchas & Hernández-Rodríguez 2010","Comte","Sardinops sagax_31.86_NA",23,31.86,-116.6,"","Sardinops","sagax","Ensenada Baja California Mexico",20,32.2,"tmax",0.6,"SD",12,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","20","days",NA,NA,NA,"Sardinops","sagax","821","De Magalhães & Costa, 2009","821","De Magalhães & Costa, 2009","","unk","",39.5,"Froese & Pauly, 2000","20","Froese & Pauly, 2000","20","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Summer","Summer","Wind & Dupuis, 2002","unk","","Nikki","25*365","IUCN, 2020","NA","NA",NA
2767,"Sardinops sagax","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,"Martínez-Porchas & Hernández-Rodríguez 2010","Comte","Sardinops sagax_31.86_NA",18,31.86,-116.6,"","Sardinops","sagax","Ensenada Baja California Mexico",20,28.1,"tmax",2,"SD",12,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","20","days",NA,NA,NA,"Sardinops","sagax","821","De Magalhães & Costa, 2009","821","De Magalhães & Costa, 2009","","unk","",39.5,"Froese & Pauly, 2000","20","Froese & Pauly, 2000","20","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Summer","Summer","Wind & Dupuis, 2002","unk","","Nikki","25*365","IUCN, 2020","NA","NA",NA
2768,"Sardinops sagax","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,"Martínez-Porchas & Hernández-Rodríguez 2010","Comte","Sardinops sagax_31.86_NA",23,31.86,-116.6,"","Sardinops","sagax","Ensenada Baja California Mexico",20,28.8,"tmax",1.8,"SD",12,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","20","days",NA,NA,NA,"Sardinops","sagax","821","De Magalhães & Costa, 2009","821","De Magalhães & Costa, 2009","","unk","",39.5,"Froese & Pauly, 2000","20","Froese & Pauly, 2000","20","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Summer","Summer","Wind & Dupuis, 2002","unk","","Nikki","25*365","IUCN, 2020","NA","NA",NA
2769,"Sardinops sagax","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,"Tsuchida 1995","Comte","Sardinops sagax_34.49_NA",12,34.49,138.16,"","Sardinops","sagax","Coastal waters of Japan",14,29,"tmax",0.5,"SD",5,"lethal","death","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine","14","days",NA,NA,NA,"Sardinops","sagax","821","De Magalhães & Costa, 2009","821","De Magalhães & Costa, 2009","","unk","",39.5,"Froese & Pauly, 2000","20","Froese & Pauly, 2000","20","Froese & Pauly, 2000","Y","","","migratory","IUCN, 2020","Summer","Summer","Wind & Dupuis, 2002","unk","","Nikki","25*365","IUCN, 2020","NA","NA",NA
